id,total_receipts,total_error,paid_receipts,paid_error,unpaid_receipts,unpaid_error
1839,1068091315,0.7,1058035323,0.8,10055992,2.7
1840,85399850,4.6,82990575,4.7,2409275,13.8
1841,1331188720,0.7,1314552213,0.8,16636508,2.1
1842,4545488527,1.3,4542437436,1.4,3051091,7.0
1843,8217087,5.5,7797056,6.0,420031,3.2
1844,605126,4.6,457025,6.7,148101,4.7
1845,7353382,5.7,7100575,6.1,252807,3.7
1846,S,S,S,S,S,S
1847,2513368,11.3,2349264,12.3,164104,15.7
1848,25268995,3.9,23736590,4.3,1532405,2.8
1849,5193723,9.9,4862043,11.0,331680,4.1
1850,18055136,5.6,16959542,6.3,1095594,3.8
1851,2020136,9.8,1915005,10.7,105131,8.9
1852,559631,9.1,508144,10.0,51487,12.3
1853,1907098,15.8,1798233,16.9,108864,24.6
1854,46640,32.9,42887,37.3,3753,11.3
1855,42595873,2.2,41800976,2.3,794897,11.5
1856,4200042,7.7,3942536,6.6,257506,30.3
1857,20267833,3.9,19217626,4.3,1050207,2.6
1858,114145,9.6,70416,11.4,43730,11.8
1859,102127,28.5,85095,35.7,17031,11.7
1860,117905,40.4,103597,48.9,14308,23.2
1861,S,S,S,S,S,S
1862,4910169,8.2,4466627,9.2,443542,4.2
1863,13924414,5.5,13019333,6.2,905081,3.7
1864,3075459,13.7,2898262,15.3,177197,5.3
1865,9579472,7.2,8907659,8.2,671812,4.5
1866,1269484,12.5,1213412,13.7,56071,12.4
1867,34510657,3.0,34051725,3.2,458932,4.0
1868,3885174,13.3,3806715,14.0,78458,24.6
1869,12169363,6.2,12059605,6.5,109758,8.7
1870,986391,10.5,967180,11.3,19211,27.3
1871,10503305,6.7,10421314,7.0,81992,11.0
1872,679667,11.6,671112,12.1,8555,15.0
1873,1037002,19.0,986049,20.7,50953,4.5
1874,S,S,S,S,S,S
1875,706157,9.9,675170,10.6,30987,6.4
1876,27674,43.4,26554,47.1,1120,25.2
1877,15793921,3.1,15596164,3.2,197757,7.7
1878,1499960,15.6,1431942,16.6,68018,19.7
1879,12837227,2.1,12715327,2.2,121899,6.2
1880,1456734,24.1,1448894,25.1,7840,30.7
1881,1089823,12.5,1033487,13.5,56337,13.1
1882,3215973,2.3,3097738,2.6,118236,6.8
1883,615672,8.7,589594,9.8,26078,32.9
1884,2458038,3.0,2369832,3.3,88207,8.9
1885,142263,24.9,138312,26.7,3951,20.4
1886,5992308,9.7,5554295,10.9,438013,6.4
1887,1156408,20.0,1046849,23.0,109559,5.2
1888,4521536,11.8,4219649,13.5,301887,9.8
1889,314363,17.8,287796,19.5,26567,14.7
1890,222776,14.3,206436,16.4,16340,10.8
1891,551712,20.9,520357,23.6,31356,16.4
1892,315336,25.1,306694,27.1,S,S
1893,4101556,8.6,4048758,9.0,52798,11.8
1894,346403,23.2,332730,25.3,13672,13.5
1895,3586928,10.1,3549631,10.5,37296,17.9
1896,168226,12.2,166396,12.9,1830,29.9
1897,3186497,10.3,3074483,11.1,112014,12.9
1898,123161,37.3,116841,41.0,S,S
1899,1547689,22.4,1532571,23.5,S,S
1900,1515648,11.9,1425070,13.2,90577,8.3
1901,5381286,4.7,5230174,4.3,S,S
1902,748761,18.7,666845,15.6,S,S
1903,4050068,4.5,4005555,4.8,44513,25.7
1904,582457,24.4,557774,24.4,S,S
1905,2423972,15.1,2325065,16.4,98907,7.3
1906,1960230,10.2,1893571,10.7,66659,18.2
1907,S,S,S,S,S,S
1908,463,7.2,S,S,368,10.0
1909,S,S,S,S,S,S
1910,0,0.0,0,0.0,0,0.0
1911,S,S,S,S,S,S
1912,1302733228,0.7,1287741140,0.7,14992088,2.4
1913,118667100,2.1,116115015,2.3,2552085,4.7
1914,1096434792,0.7,1086419435,0.8,10015357,2.6
1915,254478,14.6,224143,17.6,30335,8.5
1916,1653398,12.2,1595950,13.1,57448,11.8
1917,S,S,S,S,S,S
1918,1456461,7.3,1313235,8.0,143226,8.3
1919,165462,35.0,132345,44.5,33118,13.1
1920,1211486,9.4,1115693,10.6,95793,7.9
1921,79514,11.0,65198,15.6,14316,36.9
1922,87631336,4.8,85206690,5.0,2424646,13.8
1923,1248884329,0.7,1235168672,0.7,13715657,2.7
1924,8096088,5.6,7726640,6.1,369448,2.9
1925,2410778,12.3,2264074,13.3,146704,17.0
1926,42430233,2.1,41649657,2.3,780576,11.7
1927,474369,11.6,459168,12.4,15201,9.5
1928,1175275,19.5,1145699,20.6,29576,10.3
1929,1331188720,0.7,1314552213,0.8,16636508,2.1
1930,535431,13.1,517007,14.0,18424,10.5
1931,43845,41.7,38249,45.7,5597,28.5
1932,489040,15.1,477383,16.1,11657,5.5
1933,2546,17.6,1375,3.8,1171,35.8
1934,4545488527,1.3,4542437436,1.4,3051091,7.0
1935,5876677247,1.1,5856989649,1.2,19687598,2.2
1936,123983984,2.3,121093900,2.4,2890084,3.8
1937,1116037617,0.8,1104911547,0.8,11126070,2.3
1938,245156,11.9,232644,12.8,12513,15.9
1939,S,S,S,S,S,S
1940,206984,14.3,199178,15.6,7806,6.9
1941,1938,22.8,1264,4.7,S,S
1942,18805,36.2,16624,44.3,2181,28.9
1943,S,S,S,S,S,S
1944,91167120,4.7,88546766,4.8,2620354,12.5
1945,1331188720,0.7,1314552213,0.8,16636508,2.1
1946,4545488527,1.3,4542437436,1.4,3051091,7.0
1947,12819,41.6,S,S,1975,31.9
1948,S,S,S,S,S,S
1949,S,S,S,S,S,S
1950,689,28.7,0,0.0,689,27.4
1951,S,S,S,S,S,S
1952,S,S,S,S,S,S
1953,193291,30.2,190797,31.8,2494,7.4
1954,1156,16.0,S,S,890,19.6
1955,191801,30.4,190419,31.9,1382,3.5
1956,334,14.2,S,S,222,21.4
1957,6190405,6.7,5716783,7.3,473622,3.9
1958,2444741340,0.9,2411874399,1.0,32866941,2.1
1959,12456259,6.4,11592039,7.2,864220,9.7
1960,5521382,20.4,5173142,22.6,348240,4.0
1961,176885891,3.2,171812203,3.7,5073687,14.6
1962,951058,11.0,904315,12.3,46743,12.9
1963,4787797,22.4,4691670,23.8,96127,19.8
1964,2751429926,1.0,2708449056,1.0,42980870,2.6
1965,7960694758,0.6,7916338817,0.7,44355941,2.6
1966,6787324,12.2,6458151,12.8,329173,13.5
1967,2303733,13.8,2219661,15.3,84072,31.8
1968,4104504,17.1,3868393,18.0,236111,17.0
1969,379087,21.9,370097,23.6,8990,46.3
1970,1079992,8.8,1023338,10.0,56655,16.6
1971,5209264832,0.9,5207889762,1.0,1375070,6.8
1972,275903159,2.5,269336387,2.7,6566772,5.1
1973,2265767707,1.4,2234574509,1.5,31193198,3.4
1974,209759060,2.0,204538160,2.0,5220901,8.7
1975,2751429926,1.0,2708449056,1.0,42980870,2.6
1976,5209264832,0.9,5207889762,1.0,1375070,6.8
1977,S,S,S,S,S,S
1978,922925,5.0,889593,5.5,33332,16.4
1979,S,S,S,S,S,S
1980,640058,5.4,608234,5.8,31824,11.5
1981,30818,41.0,S,S,11924,32.7
1982,604935,5.3,585785,5.7,19150,7.2
1983,S,S,S,S,S,S
1984,95607,25.9,89238,28.6,S,S
1985,S,S,S,S,S,S
1986,93235,26.2,88798,28.9,S,S
1987,24,5.3,0,0.0,24,5.1
1988,S,S,S,S,S,S
1989,S,S,S,S,S,S
1990,896,38.5,0,0.0,896,36.7
1991,0,0.0,0,0.0,0,0.0
1992,337852,30.9,325526,33.6,12326,30.1
1993,S,S,S,S,S,S
1994,223959,15.4,215010,16.9,8949,39.2
1995,S,S,S,S,S,S
1996,15319178,16.9,14188724,19.1,1130454,11.2
1997,1941746,14.7,1715472,17.1,226274,30.1
1998,11463956,20.0,10665696,22.6,798260,15.0
1999,S,S,S,S,S,S
2000,296999070,2.3,286905735,2.5,10093335,8.8
2001,40374792,3.8,38015163,4.7,2359629,11.4
2002,222144941,3.8,215594593,4.0,6550349,7.9
2003,34479336,10.6,33295979,11.6,1183357,32.9
2004,16290760,11.9,15750852,12.7,539908,14.9
2005,S,S,S,S,S,S
2006,8639229,21.5,8568749,22.6,S,S
2007,7395209,11.6,6936412,13.2,458797,17.6
2008,2438140096,0.9,2405792468,1.0,32347628,2.2
2009,2534846071,1.0,2499064687,1.0,35781384,1.7
2010,243090359,2.8,238214504,3.0,4875855,5.9
2011,2113535962,1.4,2086694502,1.4,26841460,2.6
2012,178219750,2.6,174155682,2.8,4064068,4.3
2013,235272045,2.9,231075532,3.0,4196513,6.3
2014,2034983536,1.3,2010411167,1.4,24572369,3.0
2015,167884515,2.7,164305769,2.9,3578746,5.3
2016,2751429926,1.0,2708449056,1.0,42980870,2.6
2017,12937651,6.4,12003412,7.1,934239,9.8
2018,1288155,21.9,1071931,24.9,216224,16.0
2019,11202813,6.0,10620333,6.6,582480,13.1
2020,446682,17.1,311148,18.5,135535,47.9
2021,5209264832,0.9,5207889762,1.0,1375070,6.8
2022,5644953,19.8,5280553,22.0,364400,3.4
2023,603963,9.1,544288,9.9,59675,7.3
2024,4743916,23.5,4448487,26.0,295430,4.4
2025,297074,9.5,287779,10.2,9295,44.3
2026,96238427,3.9,92525242,4.3,3713185,10.3
2027,8224210,8.2,7424711,9.7,799499,11.5
2028,79813989,4.4,77230607,4.8,2583382,11.2
2029,8200228,21.0,7869924,21.9,330304,28.3
2030,84743051,3.7,82055508,4.1,2687544,13.5
2031,479301,8.6,410358,7.0,68943,43.9
2032,177956333,3.2,172842574,3.6,5113759,14.5
2033,30060431,6.7,28711687,7.8,1348744,19.9
2034,123092472,5.2,120023054,5.6,3069417,13.9
2035,24803431,13.0,24107833,14.3,S,S
2036,113654,34.6,97494,42.6,16160,24.6
2037,994376,45.7,954312,49.1,40065,33.5
2038,128924,23.9,119022,26.8,S,S
2039,10514899,18.7,9480611,21.2,1034289,12.3
2040,30920632,12.1,29273799,13.1,1646833,11.3
2041,3621628,11.9,3232384,13.9,389244,18.5
2042,23273244,13.3,22131406,14.2,1141839,11.3
2043,4025760,44.8,3910010,46.7,115750,49.4
2044,3544423,25.4,3394747,27.8,149676,19.0
2045,35090843,10.1,34048470,11.0,1042373,34.8
2046,2616549,27.4,2433447,30.7,183101,38.2
2047,27471871,12.1,27021052,12.8,450818,10.8
2048,5002424,28.8,4593971,32.7,S,S
2049,82176891,4.3,79973707,4.9,2203184,21.8
2050,13007912,12.0,12591389,12.9,416522,17.0
2051,55129606,7.2,53515910,7.9,1613696,29.4
2052,14039373,12.7,13866408,13.5,172965,18.5
2053,373124,24.4,325355,27.5,47770,34.9
2054,3020613,30.5,2918838,33.0,101776,17.2
2055,S,S,S,S,S,S
2056,13652828,11.0,13121663,11.7,S,S
2057,1358980,31.5,1270145,33.9,88836,38.0
2058,11208596,8.0,10804213,8.1,S,S
2059,1085252,37.2,1047305,38.9,S,S
2060,2489367,31.6,2252677,36.6,236690,22.6
2061,S,S,S,S,S,S
2062,1145404,44.5,S,S,98990,29.1
2063,162501,41.9,129987,45.5,S,S
2064,46904635,4.2,45567315,4.6,1337320,7.1
2065,2866956,11.7,2593306,12.8,273649,15.6
2066,41831111,5.3,40908503,5.8,922608,8.4
2067,2206568,29.8,2065506,34.2,141062,34.8
2068,11625332,13.4,11287470,15.1,S,S
2069,1400380,22.1,1171669,23.7,S,S
2070,9989742,16.6,9893128,17.4,96614,22.0
2071,235210,19.2,222673,19.0,12537,46.7
2072,37293627,6.4,36711811,6.8,581816,13.6
2073,9347654,11.5,9158864,12.4,188790,20.7
2074,23853158,10.3,23500847,10.8,352311,10.9
2075,4092815,32.3,4052100,33.7,40715,32.7
2076,9001970,13.8,8737539,15.1,264431,21.4
2077,S,S,S,S,S,S
2078,3628370,34.0,3585446,36.0,S,S
2079,5083542,18.0,4864425,19.9,219117,23.8
2080,5361680,13.3,5134781,15.2,226899,23.3
2081,3146113,18.0,2735510,20.4,410603,19.8
2082,307043,22.9,153973,19.3,153070,43.3
2083,1948170,18.9,1705791,22.1,242379,23.7
2084,S,S,S,S,S,S
2085,2091,44.6,S,S,S,S
2086,S,S,S,S,S,S
2087,S,S,S,S,S,S
2088,S,S,S,S,S,S
2089,16481,8.6,16444,8.9,S,S
2090,2646189528,1.0,2607186274,1.0,39003254,2.8
2091,267388890,2.7,261624008,2.9,5764882,5.8
2092,2182325348,1.4,2153758455,1.5,28566893,3.9
2093,196475290,1.8,191803811,1.9,4671480,9.8
2094,6979607,5.4,5846939,7.1,1132668,10.7
2095,2203347,16.8,1686106,18.6,517242,19.4
2096,3522558,10.4,3034608,12.2,487949,11.7
2097,1253702,15.0,1126225,17.7,127477,21.5
2098,16714567,4.6,15394914,5.2,1319653,6.8
2099,1644148,13.2,1383261,16.7,260887,6.6
2100,13472030,4.5,12566201,4.6,905829,10.2
2101,1598389,11.4,1445452,14.7,152937,18.8
2102,816090,4.6,698116,4.9,117974,8.6
2103,132982,13.7,94102,19.4,38880,7.0
2104,4287386006,0.7,4193065281,0.8,94320725,1.8
2105,612339,3.5,547725,3.6,64614,7.6
2106,70769,26.5,56288,25.0,S,S
2107,506569,4.2,457175,5.1,49394,5.6
2108,81504,12.1,59329,18.1,22175,9.9
2109,397481,4.7,372248,5.2,25234,5.2
2110,27583,5.9,25599,6.6,1985,7.2
2111,208975626,1.8,185476041,2.1,23499585,2.8
2112,1669778696,1.3,1616214664,1.4,53564032,2.6
2113,231724574,3.0,217968294,3.3,13756280,3.1
2114,2110478896,1.1,2019658999,1.1,90819897,1.9
2115,2176907111,0.9,2173406282,0.9,3500829,4.7
2116,62907,21.9,52709,23.4,10198,34.6
2117,S,S,S,S,S,S
2118,43416,18.2,34778,23.6,8639,36.9
2119,S,S,S,S,S,S
2120,16106,39.8,S,S,6151,12.9
2121,5922,5.4,2724,2.9,3198,8.8
2122,S,S,S,S,S,S
2123,S,S,S,S,S,S
2124,221534,12.6,169413,12.6,52122,22.4
2125,37165,37.6,S,S,12418,28.3
2126,153112,8.4,124605,10.6,28507,18.7
2127,S,S,S,S,S,S
2128,277900574,2.0,255949147,2.2,21951428,2.5
2129,39468239,2.5,32068688,3.6,7399552,4.8
2130,204637492,2.2,192393240,2.4,12244252,4.3
2131,33794843,5.8,31487219,6.4,2307624,7.4
2132,169073861,2.0,153023162,2.3,16050699,3.4
2133,1460907565,1.4,1419696714,1.5,41210851,3.2
2134,188518372,2.8,178314024,3.0,10204348,5.1
2135,2110478896,1.1,2019658999,1.1,90819897,1.9
2136,18247842,11.0,15030826,14.2,3217016,7.1
2137,2705117,8.4,1772273,13.4,932844,3.6
2138,14050607,15.0,12030363,18.8,2020243,11.3
2139,1492119,12.2,1228190,13.5,263929,21.0
2140,14078523,10.0,12675951,11.4,1402572,16.2
2141,433526,14.4,384191,16.4,49335,11.7
2142,4233639,16.3,4124710,16.7,108929,39.8
2143,9411358,10.6,8167050,13.3,1244309,15.1
2144,1818499798,1.2,1751033901,1.2,67465898,2.7
2145,1912165685,1.2,1837942487,1.2,74223198,2.5
2146,177498175,2.0,159237407,2.3,18260768,3.1
2147,1535678869,1.5,1491063981,1.5,44614888,3.1
2148,198988641,2.9,187641099,3.1,11347542,5.0
2149,17188202,8.8,14089757,10.9,3098445,3.5
2150,2771075,7.0,1598522,13.2,1172553,4.7
2151,13513527,11.6,11711043,14.1,1802485,5.7
2152,903599,17.6,780191,20.8,123408,8.5
2153,6535312,23.3,5962274,26.7,573038,6.2
2154,1148645,5.8,928063,6.9,220582,5.5
2155,3991200,18.3,3674304,20.7,316896,10.0
2156,S,S,S,S,S,S
2157,156835142,1.5,146867889,1.6,9967253,3.4
2158,26236802,4.2,22938381,5.4,3298421,7.9
2159,106530152,1.6,101143606,1.7,5386547,6.6
2160,24068187,5.6,22785902,5.8,1282285,15.3
2161,71491596,3.7,68711668,3.9,2779928,8.0
2162,8288253,7.1,7634406,6.6,653847,32.0
2163,51429968,4.0,49581479,4.2,1848489,12.2
2164,11773375,8.8,11495783,9.2,277592,21.1
2165,25535098,6.3,23676483,6.8,1858615,5.5
2166,6128932,17.4,5506931,20.2,622001,6.5
2167,15622349,6.1,14657872,7.0,964477,9.6
2168,3783817,11.1,3511680,12.7,272136,28.3
2169,2982164,33.2,2528018,40.7,454145,11.9
2170,622504,14.6,374450,20.3,248055,16.9
2171,S,S,S,S,S,S
2172,S,S,S,S,S,S
2173,5121248,8.6,4859836,9.6,261412,13.3
2174,622256,11.2,511910,14.5,110346,15.4
2175,4112251,9.7,3972445,10.5,139806,21.9
2176,386741,10.7,375480,10.8,S,S
2177,28760450,4.4,26512446,4.5,2248004,12.8
2178,7070962,12.1,6139570,13.7,931392,20.8
2179,17698417,5.7,16727189,6.2,971229,23.0
2180,3991070,5.7,3645687,5.4,345383,18.3
2181,2176907111,0.9,2173406282,0.9,3500829,4.7
2182,91682982,3.6,83643760,4.2,8039222,3.0
2183,9312832,4.3,6535341,6.0,2777490,4.2
2184,76061054,4.3,71562120,4.8,4498933,4.0
2185,6309096,5.9,5546298,6.6,762798,7.8
2186,79125336,4.0,73750600,4.5,5374736,4.0
2187,840376,24.3,679209,31.5,161167,15.2
2188,189482,13.7,100139,25.4,89343,11.1
2189,741170,17.9,666402,21.0,74767,13.5
2190,41199,24.3,28214,34.4,12985,23.0
2191,12007610,6.0,9342507,8.4,2665103,4.5
2192,29995446,5.1,25641100,6.0,4354346,3.9
2193,4410759,8.0,2792569,12.5,1618191,6.2
2194,21866284,8.0,19557782,8.9,2308501,7.2
2195,3718403,7.0,3290749,8.3,427654,9.9
2196,2870410,29.4,2459990,35.3,410420,6.7
2197,418764,14.2,236787,24.7,181977,8.1
2198,2324808,35.9,2116375,40.3,208433,10.0
2199,126838,18.3,106829,22.2,20009,39.2
2200,40669254,6.5,40250457,6.8,418796,11.8
2201,1166452,6.3,1023059,7.8,143392,17.9
2202,38754319,6.7,38498775,7.1,255545,19.5
2203,748482,12.9,728624,13.3,19859,27.9
2204,16854535,4.1,14123060,5.3,2731475,7.6
2205,3316310,7.1,2482577,8.6,833733,6.0
2206,12447683,3.8,10727512,5.4,1720171,10.3
2207,1090542,10.4,912971,13.6,177571,26.6
2208,8652820,14.7,7894875,17.0,757945,7.3
2209,343742,14.2,301989,17.0,41753,13.7
2210,2689030,24.9,2616669,25.8,S,S
2211,5620048,18.2,4976217,21.7,643831,8.3
2212,6772640,18.3,6234312,21.1,538327,13.7
2213,22207,19.6,16384,21.4,5823,23.4
2214,12270,45.9,S,S,707,19.4
2215,140340,21.1,137206,22.5,3135,37.0
2216,S,S,S,S,S,S
2217,10842,47.4,S,S,S,S
2218,2010143094,1.1,1928120364,1.1,82022730,2.0
2219,199319052,1.8,178638710,2.1,20680342,2.8
2220,1591028612,1.3,1542035875,1.4,48992737,2.7
2221,219795429,2.9,207445779,3.2,12349651,3.2
2222,1826267710,1.2,1757957575,1.2,68310135,2.6
2223,16325618,9.1,13394164,11.2,2931455,3.8
2224,6333561,24.1,5850572,27.2,482988,7.1
2225,155953632,1.6,146064281,1.7,9889351,3.4
2226,774232,4.9,669280,4.9,104953,10.1
2227,6229391,25.0,5679308,28.3,550083,43.9
2228,2110478896,1.1,2019658999,1.1,90819897,1.9
2229,2176907111,0.9,2173406282,0.9,3500829,4.7
2230,302425736,0.9,246410191,1.2,56015545,0.9
2231,37568863,3.2,31093616,3.5,6475246,3.5
2232,384210425,0.7,316174682,0.9,68035743,0.8
2233,511268158,0.2,510927112,0.3,341046,11.6
2234,895478583,0.3,827101794,0.3,68376789,0.8
2235,44215826,1.6,38670874,1.6,5544951,3.0
2236,166004,10.5,120509,12.8,45495,13.7
2237,43670,19.3,25502,35.4,18168,17.5
2238,8641141,4.8,3093995,12.6,5547146,2.8
2239,15652985,3.8,7972796,6.7,7680189,2.3
2240,1445045,9.9,871436,17.9,573609,9.6
2241,12587552,4.1,5985989,7.9,6601563,1.9
2242,1620388,16.6,1115371,25.8,505016,14.3
2243,986161,4.3,509138,9.6,477024,5.7
2244,223655,8.4,168417,12.3,55238,21.5
2245,14157250,3.9,8725994,6.4,5431256,2.7
2246,1712270,9.7,1312793,12.1,399477,17.6
2247,11703591,3.4,6891130,6.2,4812461,2.7
2248,741389,16.5,522071,23.4,219318,16.7
2249,727911,6.1,310651,15.6,417260,5.9
2250,34595,26.5,30069,29.0,S,S
2251,5411767,4.9,3972292,7.0,1439475,2.9
2252,390452,14.5,271492,23.4,118960,18.4
2253,4883630,5.6,3600977,7.9,1282653,3.8
2254,137685,26.6,99824,42.8,37862,39.7
2255,4116234,6.2,1448783,15.3,2667452,4.5
2256,309663,24.2,146699,21.8,162964,31.3
2257,3523162,5.5,1132040,14.3,2391122,4.9
2258,283409,30.4,S,S,113365,32.4
2259,4307545,7.3,3614810,9.9,692735,10.5
2260,891213,13.7,792150,16.1,99062,18.8
2261,3189377,9.7,2641950,12.7,547427,11.0
2262,226955,15.7,180710,19.2,46246,28.7
2263,549918,9.9,323868,16.0,226050,7.9
2264,98115,11.5,72727,15.9,25388,19.0
2265,402210,13.7,220319,24.9,181891,11.3
2266,49593,27.9,30821,36.7,18772,41.4
2267,1229152,17.4,1156910,19.4,72242,22.0
2268,121505,7.7,115005,8.6,6499,12.7
2269,1086764,20.0,1022287,22.3,64477,25.5
2270,20883,26.3,19617,29.3,S,S
2271,2041300,14.9,1681643,18.5,359657,8.5
2272,150817,28.9,131529,33.3,19288,18.0
2273,1810367,15.5,1491135,18.8,319231,11.7
2274,80116,18.5,58978,11.4,S,S
2275,510578,30.8,S,S,288149,13.3
2276,49314,14.7,11182,11.6,38131,16.6
2277,458376,34.9,S,S,247212,16.4
2278,S,S,S,S,S,S
2279,1744895,4.7,525245,14.7,1219651,4.1
2280,100729,30.0,S,S,50084,15.0
2281,1580833,4.4,418962,17.8,1161871,4.1
2282,63334,4.0,55639,3.1,7696,27.2
2283,545168,41.1,S,S,104364,9.2
2284,81546,9.2,67190,10.4,14355,18.2
2285,457081,49.4,S,S,88031,10.5
2286,6541,12.1,S,S,1978,32.1
2287,S,S,S,S,S,S
2288,67727,10.8,62961,11.2,4766,18.4
2289,S,S,S,S,S,S
2290,S,S,S,S,S,S
2291,12579,23.3,S,S,10065,27.8
2292,S,S,S,S,S,S
2293,8514,6.6,S,S,6001,9.0
2294,S,S,S,S,S,S
2295,S,S,S,S,S,S
2296,5616,12.8,S,S,1711,40.1
2297,S,S,S,S,S,S
2298,0,0.0,0,0.0,0,0.0
2299,8562227,4.2,4006901,8.2,4555327,2.6
2300,922414,12.7,515927,21.6,406487,5.3
2301,7030753,5.5,3083271,11.2,3947482,3.0
2302,609060,18.6,407703,26.1,201358,12.5
2303,88125,23.4,35813,48.7,52311,9.7
2304,4266,13.2,S,S,3942,13.6
2305,82299,25.3,35092,49.9,47207,11.6
2306,1560,45.6,S,S,S,S
2307,1284446,10.8,1044920,14.3,239526,14.8
2308,6322,49.5,S,S,S,S
2309,385278,23.1,341696,27.7,43582,21.9
2310,892847,10.5,696917,14.1,195930,16.2
2311,9268292,4.4,3397173,11.3,5871118,2.6
2312,815925,9.4,372862,17.3,443063,7.1
2313,7377186,2.5,2151448,7.1,5225738,2.7
2314,1075181,25.5,872864,32.9,202318,21.9
2315,59168670,1.5,31013690,2.7,28154980,0.8
2316,875803,8.7,712585,9.7,163218,25.9
2317,12391,29.7,7358,32.3,5033,49.9
2318,7915,5.4,S,S,1612,8.1
2319,S,S,S,S,S,S
2320,0,0.0,0,0.0,0,0.0
2321,S,S,S,S,S,S
2322,351747498,0.9,298205785,1.0,53541714,0.9
2323,41200781,1.8,36810765,1.7,4390015,3.3
2324,276625336,1.1,232902331,1.3,43723005,1.2
2325,33921382,2.9,28492688,3.0,5428694,4.6
2326,6615143,3.7,4350412,6.3,2264731,4.8
2327,48287767,1.7,23784467,3.6,24503299,0.7
2328,4265761,6.6,2878811,10.5,1386950,4.5
2329,2511484,13.5,2043614,17.5,467870,10.1
2330,324135892,1.0,284212884,1.0,39923008,1.5
2331,11819114,2.5,3961937,5.7,7857177,2.2
2332,1269912,4.5,831389,7.9,438523,6.1
2333,13988742,3.9,8605485,6.4,5383257,2.7
2334,501498,45.0,S,S,86196,10.8
2335,626696,6.1,302724,13.2,323972,2.9
2336,384210425,0.7,316174682,0.9,68035743,0.8
2337,32342,21.5,28171,24.2,S,S
2338,713035,13.3,635808,15.3,77227,20.5
2339,1766107,16.1,1379635,22.4,386472,11.8
2340,322530271,1.0,283117378,1.1,39412893,1.5
2341,37568341,1.6,34292291,1.7,3276050,3.5
2342,511268158,0.2,510927112,0.3,341046,11.6
2343,347298793,0.9,298481529,0.9,48817264,1.3
2344,40094669,1.4,36001312,1.5,4093357,3.1
2345,273085011,1.1,233898885,1.2,39186126,1.3
2346,253424934,1.2,221989916,1.3,31435019,1.7
2347,31536995,2.9,26835171,2.7,4701824,5.6
2348,384210425,0.7,316174682,0.9,68035743,0.8
2349,34119113,2.9,28581332,2.8,5537781,4.1
2350,12248164,2.4,4098825,5.3,8149339,2.2
2351,1431418,11.2,810977,19.1,620441,5.3
2352,10266714,1.8,3008606,5.5,7258108,2.1
2353,550032,7.9,279242,13.5,270790,12.4
2354,511268158,0.2,510927112,0.3,341046,11.6
2355,31178480,2.3,16923977,4.1,14254503,1.0
2356,1466643,4.4,883722,8.2,582921,4.2
2357,440715,11.3,354646,14.4,86069,8.2
2358,988058,5.2,506975,12.1,481082,6.0
2359,37870,18.3,22101,20.2,15769,31.4
2360,3008723,4.9,1853802,9.3,1154921,5.5
2361,25415122,2.6,13166163,4.9,12248959,0.9
2362,2754634,12.0,1904011,17.6,850623,6.2
2363,22287098,2.2,13556060,4.0,8731039,2.2
2364,416659,7.8,129530,17.5,287129,9.2
2365,188815,11.4,S,S,142786,11.5
2366,196767746,0.7,188020019,0.8,8747727,2.4
2367,2425901,7.7,1971991,9.9,453910,7.9
2368,369202,5.4,320785,6.3,48417,6.1
2369,10137624,4.7,9391294,5.5,746330,5.9
2370,99829,19.0,88537,22.6,11293,5.4
2371,366018,7.0,321885,7.7,44133,25.2
2372,215088486,0.7,204315058,0.7,10773428,2.1
2373,1039650137,0.1,1039202797,0.1,447340,8.9
2374,195979913,0.8,187369520,0.8,8610393,2.5
2375,26392473,3.2,24616817,3.6,1775657,2.9
2376,157953806,1.0,151869956,1.1,6083850,3.3
2377,11633633,4.5,10882747,5.2,750886,6.1
2378,215088486,0.7,204315058,0.7,10773428,2.1
2379,1039650137,0.1,1039202797,0.1,447340,8.9
2380,1254738623,0.2,1243517855,0.2,11220767,2.0
2381,28816301,2.6,26499221,2.9,2317080,2.5
2382,200591136,0.7,191262427,0.8,9328709,2.3
2383,26995903,3.1,25038271,3.5,1957633,2.6
2384,161588079,1.0,155039608,1.0,6548471,3.2
2385,12007154,4.3,11184549,5.0,822605,6.2
2386,4084576,4.5,3359958,5.3,724619,6.0
2387,616738,11.3,427523,14.5,189215,8.0
2388,3252478,3.7,2742974,4.3,509504,7.9
2389,215361,40.4,189461,46.6,25900,45.1
2390,173216610,1.0,165710955,1.1,7505655,3.1
2391,13055574,4.6,12104882,5.3,950692,5.4
2392,215088486,0.7,204315058,0.7,10773428,2.1
2393,1039650137,0.1,1039202797,0.1,447340,8.9
2394,2497076,7.4,2023622,9.6,473453,7.5
2395,595059,10.0,445298,14.0,149761,2.6
2396,1824993,6.7,1512586,8.2,312407,11.4
2397,S,S,S,S,S,S
2398,444984,13.9,380470,17.3,64515,8.0
2399,3423998,3.8,2873986,4.7,550012,6.1
2400,51241,3.8,31766,3.3,19475,7.8
2401,S,S,S,S,S,S
2402,119091,48.2,S,S,22098,9.9
2403,4493,2.8,0,0.0,4493,2.6
2404,637134,12.8,489909,16.0,147226,9.7
2405,1577045,8.6,1302895,9.8,274150,8.5
2406,204634,13.3,124584,17.4,80050,10.0
2407,1262562,7.5,1074455,9.2,188108,9.1
2408,S,S,S,S,S,S
